log10(M_*[Msun]),sSFR[1/yr](20Myr),sSFR[1/yr](1Gyr),log10(M_HI[Msun]),sigma_*(<0.8kpc)[km/s],log10(M_BH[Msun])
10.074,8.2849e-11,1.0036e-10,10.035,62.702,6.714
10.13,5.3394e-11,8.102e-11,9.9324,61.529,6.7281
9.8975,3.1645e-10,2.3067e-10,10.16,56.097,6.2756
10.091,1.3342e-10,1.3242e-10,10.209,57.346,6.7586
10.256,2.2951e-10,1.4956e-10,10.031,67.61,6.8218
10.056,1.0524e-10,1.2209e-10,10.075,71.277,6.6552
9.8302,0,2.3933e-11,9.6357,55.343,6.92
10.121,5.7946e-11,3.6284e-11,9.6,68.926,7.3592
10.167,4.8966e-11,1.2489e-10,10.202,67.811,6.3586
10.074,3.024e-11,7.1163e-11,9.8294,53.115,7.2101
10.267,6.3403e-11,9.6859e-11,9.7611,72.432,6.8336
10.096,1.3171e-10,1.2633e-10,10.204,62.952,6.6481
9.9871,1.9091e-10,1.9685e-10,10.312,49.315,6.4422
10.051,1.6496e-10,1.7511e-10,10.233,58.441,6.8246
9.9399,2.0266e-10,1.5898e-10,10.118,57.525,6.502
10.088,1.4062e-10,8.0325e-11,10.02,57.395,6.9471
10.036,8.7404e-11,1.6325e-10,10.086,72.603,6.4995
8.5169,2.3646e-10,1.6585e-10,9.6147,33.715,-Inf
10.039,1.4043e-10,8.3265e-11,9.9733,59.938,6.6935
10.187,1.5619e-10,1.8138e-10,10.29,72.593,6.573
10.051,1.7904e-10,2.1232e-10,10.118,69.6,6.9404
10.049,7.7078e-11,1.2121e-10,10.302,41.731,6.52
10.079,1.6824e-10,1.5188e-10,10.114,59.583,6.5939
9.8941,1.5525e-10,1.24e-10,10.247,45.227,6.8315
10.211,1.053e-10,1.8785e-10,10.186,68.631,6.7933
10.253,9.2154e-11,1.0206e-10,9.9881,64.885,6.8254
9.5118,6.484e-11,5.1507e-11,9.6597,41.147,6.631
9.3052,1.1718e-10,1.8378e-10,9.8517,39.124,6.0853
10.027,1.5554e-10,1.4974e-10,10.128,64.735,6.3817
8.1667,4.6408e-10,4.4527e-10,9.3748,29.299,-Inf
10.099,2.36e-10,1.9231e-10,10.189,59.873,6.2512
9.1738,4.1214e-11,9.7615e-11,9.7771,50.961,6.0047
10.166,1.2758e-10,7.4078e-11,10.038,63.045,7.0505
10.144,5.3583e-11,1.0973e-10,10.142,65.92,6.6952
10.165,1.0093e-10,1.3767e-10,10.24,66.192,6.3801
10.182,1.6984e-10,1.8955e-10,10.168,75.617,6.4272
10.069,1.9403e-10,1.6556e-10,10.263,64.309,6.5728
10.12,8.5567e-11,1.3842e-10,10.062,60.986,6.2977
8.8311,0,5.3801e-11,9.3998,28.959,-Inf
10.113,1.6089e-10,1.6997e-10,10.315,65.855,6.2827
10.116,3.9558e-11,6.0773e-11,9.7918,64.125,7.2853
9.9917,1.4406e-10,1.1031e-10,10.119,53.085,6.521
9.8123,5.5554e-11,1.6062e-10,10.072,49.877,6.6224
10.107,2.4534e-10,2.2183e-10,10.325,74.204,6.2183
10.022,1.392e-10,1.4152e-10,10.132,55.146,6.317
8.2923,0,2.9449e-10,9.3509,24.716,-Inf
9.9972,1.6207e-10,1.3464e-10,10.275,56.033,6.5009
10.289,8.8172e-11,1.2076e-10,10.134,62.479,6.7028
10.206,1.2573e-10,1.2458e-10,10.116,63.635,6.8961
10.29,8.0298e-11,1.2673e-10,10.212,59.541,6.3579
10.01,2.1408e-10,1.4817e-10,10.127,54.827,6.51
10.145,1.2976e-10,1.2062e-10,10.27,64.777,6.0955
10.017,7.6846e-11,1.3116e-10,10.302,49.707,6.5911
10.232,8.6667e-11,1.0977e-10,10.131,68.544,6.9884
10.37,1.6457e-10,1.0837e-10,10.086,62.848,7.0597
10.25,9.2612e-11,1.3962e-10,10.079,62.783,6.723
10.291,1.5047e-10,1.1914e-10,10.166,62.05,6.3969
10.09,8.1321e-11,6.3551e-11,9.8119,63.571,7.1043
9.7859,2.3975e-10,1.079e-10,10.208,54.694,6.1252
10.097,1.3842e-10,1.535e-10,10.236,57.902,6.3308
9.6714,1.3072e-10,2.0091e-10,10.008,62.001,6.6072
8.5209,0,1.3217e-10,9.318,26.077,-Inf
10.16,1.1186e-10,1.026e-10,10.103,60.964,6.6614
10.153,8.3576e-11,1.0178e-10,10.075,58.878,6.7117
10.305,9.7288e-11,7.663e-11,10.056,66.199,6.7192
10.28,8.4532e-12,9.6312e-12,9.2587,60.714,7.3921
10.258,1.658e-10,1.4112e-10,10.216,65.83,6.3843
9.9623,2.8728e-10,2.4134e-10,10.335,55.195,6.1847
10.004,9.8051e-11,1.0617e-10,10.162,49.514,6.8107
9.9175,1.9191e-10,1.6511e-10,9.9687,57.189,6.8644
8.4293,0,1.0225e-11,9.0489,17.495,6.1308
9.9341,1.0195e-10,9.1156e-11,9.9645,54.58,6.6252
8.0115,NaN,NaN,9.2394,20.307,-Inf
10.239,5.7911e-11,8.2934e-11,9.7723,64.87,7.2208
10.054,9.9771e-11,1.0846e-10,10.046,53.331,6.9086
10.171,1.0459e-10,1.1387e-10,9.9637,69.599,6.7975
10.253,2.2203e-10,1.9553e-10,10.237,87.671,6.3826
9.9111,2.2893e-10,2.3884e-10,10.274,65.869,6.4301
8.7232,0,1.2114e-10,9.4561,27.439,-Inf
10.091,1.4454e-10,1.4583e-10,10.128,66.075,6.6303
10.03,1.7772e-11,2.8204e-11,9.5271,64.31,6.9227
8.5171,0,1.5085e-10,9.4819,18.323,6.1007
8.3776,0,8.2444e-11,9.1138,24.111,-Inf
10.066,7.3862e-11,1.0168e-10,10.165,58.793,6.7243
10.03,1.3424e-10,1.9127e-10,10.363,55.092,6.1145
10.021,2.9685e-11,7.493e-11,9.9646,57.662,6.8615
10.074,1.5116e-10,1.396e-10,10.2,46.068,6.2366
8.8533,2.2626e-10,1.6832e-10,9.6472,37.386,6.2508
10.013,1.5682e-10,1.5319e-10,10.217,59.812,6.1772
9.0865,1.4648e-10,7.8317e-11,9.333,40.061,6.2288
10.103,1.0266e-10,8.8855e-11,9.8649,58.548,7.1908
9.6389,1.7398e-10,1.1521e-10,9.7742,48.839,6.4059
8.2855,0,8.0579e-11,9.3487,33.596,-Inf
9.8052,7.2475e-11,9.5331e-11,9.8486,56.454,6.4778
10.163,1.378e-10,1.1405e-10,10.067,65.721,6.3423
10.225,1.0434e-10,1.1507e-10,10.008,64.187,6.7438
10.186,7.1515e-11,1.0467e-10,9.9897,57.481,7.1037
10.237,1.1175e-10,1.1398e-10,10.137,66.34,6.8037
9.9317,6.4579e-11,8.4332e-11,10.086,48.073,6.3978
10.128,6.5516e-11,1.5735e-10,10.173,54.663,6.7677
9.933,2.5786e-10,1.554e-10,10.084,50.553,6.302
9.956,7.3765e-11,9.3316e-11,9.964,59.607,6.5688
8.7186,3.0216e-10,2.5227e-10,9.7315,28.93,-Inf
10.226,1.0274e-10,1.5951e-10,10.226,59.906,6.5862
10.083,1.7318e-10,2.0561e-10,10.244,59.044,6.5297
9.8769,7.7145e-10,2.1056e-10,10.165,62.295,6.5413
10.043,1.2481e-10,1.5963e-10,10.112,55.881,6.6301
10.248,3.329e-11,4.8087e-11,9.8612,63.69,6.9453
10.14,1.6846e-10,1.3106e-10,10.259,63.335,6.1331
10.24,1.1243e-10,1.3381e-10,10.196,70.463,6.3851
10.116,1.5546e-10,1.7787e-10,10.221,60.68,6.5186
10.138,1.1132e-10,1.4972e-10,9.9955,68.54,7.068
10.121,5.6518e-11,7.4706e-11,10.005,70.112,6.8735
10.02,7.9639e-11,1.1761e-10,9.9896,62.365,6.6953
10.07,9.7888e-11,1.7324e-10,10.252,55.468,6.4394
10.252,1.1988e-10,1.3432e-10,10.086,67.192,6.5611
10.132,2.0886e-10,2.5877e-10,10.3,80.979,6.2327
9.9239,1.2101e-10,1.1956e-10,9.9769,65.825,6.6062
9.859,2.4692e-10,1.639e-10,10.032,59.827,6.7255
10.195,1.9302e-10,1.8427e-10,10.29,62.3,6.1852
9.9817,1.2718e-10,1.4694e-10,10.166,51.636,6.5187
9.9406,8.7429e-11,1.3544e-10,9.9547,49.368,7.3121
10.129,9.1647e-11,9.6446e-11,9.8813,70.093,6.9627
10.07,3.3544e-11,6.6216e-11,9.7264,58.369,7.355
10.028,5.4105e-11,8.115e-11,9.903,58.891,6.8626
10.152,1.1477e-10,1.3008e-10,10.151,62.462,6.717
9.9578,2.5455e-11,6.5599e-11,9.686,60.625,7.1114
8.9253,1.0301e-10,1.4886e-10,9.7418,22.89,6.2613
9.9958,1.1465e-10,1.5976e-10,10.121,57.788,6.5851
10.167,2.0194e-10,1.6749e-10,10.23,76.194,6.2796
10.056,1.41e-10,2.3557e-10,10.185,77.746,6.6454
10.212,1.0072e-10,1.3173e-10,10.13,69.323,6.6904
10.051,3.398e-10,2.3487e-10,10.216,60.444,6.2494
10.109,5.6586e-11,8.6193e-11,9.9855,59.725,6.7413
10.077,1.6666e-10,1.1538e-10,10.145,51.737,6.6185
10.206,8.2648e-11,7.6402e-11,9.9375,63.593,7.1086
10.221,8.7592e-11,1.7325e-10,10.198,62.98,6.2727
10.275,7.7e-11,7.7195e-11,9.7716,66.005,7.1051
9.8913,1.3175e-10,1.5445e-10,9.7691,58.69,6.5979
10.129,1.4689e-10,8.6906e-11,10.054,59.64,6.8151
10.121,2.4095e-10,1.4721e-10,10.209,66.468,6.2689
9.8501,6.3594e-11,1.1057e-10,9.9437,48.842,6.7474
10.022,1.163e-10,1.5598e-10,10.173,51.971,6.7353
9.8806,1.5438e-10,1.0101e-10,9.9746,57.65,6.2914
9.2145,4.5235e-10,1.5059e-10,9.7399,45.352,6.2995
10.014,4.8922e-11,1.0578e-10,10.17,59.58,6.4058
9.8045,1.0243e-10,1.661e-10,10.276,54.606,6.123
9.6061,1.3407e-10,1.1903e-10,10.108,45.918,6.3422
9.4948,2.4082e-10,1.6734e-10,9.9552,44.407,6.2138
10.111,8.0561e-11,6.2426e-11,9.8828,61.42,6.9669
10.208,7.6021e-11,6.0427e-11,9.7183,67.33,7.1189
10.146,1.3624e-10,1.7366e-10,10.146,58.713,6.5371
9.7337,1.7659e-10,1.3855e-10,10.036,48.561,6.1849
9.72,2.3227e-11,5.6088e-11,9.6374,47.533,6.3202
10.094,9.7475e-11,1.2969e-10,10.179,55.487,6.6718
9.7735,1.2881e-10,1.087e-10,9.9255,44.1,6.251
9.8054,8.5646e-11,1.9399e-10,10.129,56.399,6.5787
10.091,1.3632e-10,1.3227e-10,10.285,49.597,6.6302
9.8983,2.0106e-10,1.7219e-10,10.193,55.944,6.5022
10.2,1.1622e-10,1.1068e-10,9.9835,64.513,6.8398
10.334,2.3857e-11,7.2054e-11,9.8484,67.677,6.8955
10.05,2.1399e-10,1.6249e-10,10.206,52.892,6.6036
10.188,1.3001e-10,1.0224e-10,10.075,63.972,6.845
10.028,3.0276e-10,1.8401e-10,10.101,56.132,6.6608
10.041,2.6216e-10,1.6451e-10,10.213,61.489,6.4452
8.1708,0,9.7104e-11,9.0426,27.942,-Inf
10.141,7.5067e-11,8.0499e-11,9.8926,65.432,6.7476
9.9452,1.7147e-10,1.0854e-10,9.9158,57.307,6.8042
10.17,5.8013e-11,6.9493e-11,9.7748,60.24,7.1414
10.093,7.4033e-11,2.0938e-10,10.195,60.513,6.7069
10.059,2.1584e-10,1.5907e-10,10.133,69.36,6.2979
10.173,1.1475e-10,1.0346e-10,10.066,61.951,6.8067
9.9353,1.032e-10,2.1928e-10,10.319,63.794,6.3414
10.108,2.4891e-10,1.6411e-10,10.208,63.71,6.6647
10.074,1.6019e-10,1.8233e-10,10.114,69.435,7.0214
9.9563,1.267e-10,1.2984e-10,10.236,62.659,6.601
10.143,1.5803e-10,1.6389e-10,10.209,71.593,6.3419
9.8545,1.9255e-10,2.2138e-10,10.073,53.817,6.5908
9.198,1.7874e-10,1.2525e-10,9.7904,37.111,6.1162
9.8689,1.9981e-10,2.0609e-10,10.133,42.132,6.5086
10.108,6.363e-11,7.7893e-11,10.065,57.266,6.9523
9.9509,1.7597e-10,1.4097e-10,10.049,54.569,6.2221
8.2929,0,3.2751e-11,9.3155,23.602,6.2229
9.8992,8.14e-11,5.6032e-11,9.4455,60.63,7.5011
9.9159,7.3695e-11,8.0569e-11,9.8458,60.503,6.907
9.8042,1.7627e-10,1.2394e-10,10.29,49.569,6.4235
10.278,5.7791e-11,7.4514e-11,9.8701,57.484,6.7997
8.9002,0,6.5237e-11,9.3941,33.179,6.1344
10.172,1.211e-10,1.0949e-10,10.042,71.604,6.6947
10.116,8.4124e-11,1.0988e-10,10.212,55.492,6.775
10.057,1.4464e-10,2.0541e-10,10.179,65.475,6.5311
10.152,1.3181e-10,1.2748e-10,10.14,56.654,6.7969
10.029,1.3477e-10,2.0175e-10,9.9942,69.904,6.7821
10.087,2.5338e-10,1.8355e-10,10.201,60.531,6.4609
9.9344,1.1907e-10,9.7116e-11,9.8571,53.69,6.7011
10.058,3.4472e-10,2.6527e-10,9.7121,71.823,6.5787
9.9027,1.5046e-10,2.0459e-10,10.272,53.039,6.3419
9.8213,1.3812e-10,1.5591e-10,9.9895,55.102,6.2104
10.152,9.4401e-11,1.2567e-10,10.151,59.346,6.4486
10.09,2.5877e-10,1.7618e-10,10.085,85.276,6.6476
9.6431,1.4306e-10,1.3285e-10,10.049,40.001,6.16
9.8103,8.373e-11,8.6075e-11,9.9083,53.438,6.2012
10.036,1.33e-10,8.3224e-11,10.218,49.329,6.6332
9.6008,2.1681e-10,2.6177e-10,10.26,46.863,6.2027
9.6938,3.1702e-10,1.7886e-10,10.191,63.272,6.0787
9.9964,1.8434e-10,1.0325e-10,10.025,63.246,6.7196
10.081,1.1828e-10,1.247e-10,10.313,57.225,6.4402
10.089,1.3101e-10,1.2046e-10,10.244,62.154,6.6271
10.152,1.6013e-10,1.1332e-10,10.136,64.944,6.4021
9.576,1.8536e-10,1.3534e-10,10.192,51.147,6.0237
9.4545,0,5.8603e-11,9.5301,43.853,6.657
9.6147,1.9812e-10,1.621e-10,9.7899,47.053,6.188
10.078,1.49e-10,1.6187e-10,10.174,62.344,6.2242
10.062,1.226e-10,1.2471e-10,10.115,69.481,6.7654
10.086,5.791e-11,1.0629e-10,10.172,60.731,6.522
10.233,1.7654e-10,1.484e-10,10.183,70.532,6.5488
9.9845,1.9061e-10,1.5121e-10,10.148,57.759,6.6884
8.1497,NaN,NaN,9.2027,0,-Inf
10.105,4.2454e-11,1.1207e-10,10.042,58.2,6.5757
9.8927,1.0574e-10,1.3009e-10,10.07,47.188,6.1642
9.3906,2.4427e-10,1.0165e-10,9.8869,51.299,6.1255
10.16,4.9847e-11,3.2899e-11,9.7164,56.259,7.1799
9.6754,1.7073e-10,1.2909e-10,10.08,57.336,6.2126
9.0707,6.919e-11,2.7123e-10,9.8773,45.556,-Inf
9.9971,1.5587e-10,1.4264e-10,10.199,53.182,6.2567
10.168,2.4712e-10,2.2534e-10,9.9913,70.55,6.4759
10.195,1.0157e-10,1.3395e-10,10.089,58.44,6.5049
10.132,7.8573e-11,8.5383e-11,9.9549,65.198,6.7598
10.084,1.7784e-10,1.4827e-10,10.08,52.491,6.8087
10.012,1.1725e-10,1.3705e-10,10.081,60.686,6.7663
9.888,1.2787e-10,1.504e-10,9.9672,55.383,6.6318
9.7094,6.0217e-11,1.0938e-10,9.9696,39.683,6.6533
9.153,1.6049e-10,1.2059e-10,9.7665,28.623,6.3242
10.213,1.3381e-10,1.2497e-10,10.238,61.772,6.2856
10.189,1.4816e-10,1.3004e-10,10.134,65.129,6.4621
10.206,1.8432e-10,1.8336e-10,10.141,63.329,6.9056
10.217,1.1743e-10,1.4815e-10,10.225,62.634,6.2482
9.9492,1.4805e-10,1.3269e-10,10.078,58.911,6.7986
10.192,6.6183e-11,6.7056e-11,9.8886,59.92,7.357
10.125,1.872e-10,2.2088e-10,10.275,66.972,6.4966
9.4235,2.0807e-10,1.7822e-10,9.9877,57.465,6.4097
9.5299,5.8101e-11,1.3286e-10,9.9796,51.018,5.9988
9.9106,3.3518e-10,1.6958e-10,10.019,61.059,6.5631
10.242,9.21e-11,7.2792e-11,10.064,73.28,6.5117
10.029,1.3343e-10,1.1982e-10,9.9383,68.06,6.7196
9.948,1.8371e-10,1.8582e-10,10.075,73.619,6.6014
9.9081,1.6666e-10,1.5736e-10,10.17,51.671,6.5171
10.009,1.3319e-10,8.5376e-11,9.9914,59.323,6.8168
10.061,1.2173e-10,1.3528e-10,10.201,64.154,6.201
10.466,7.0245e-11,6.2397e-11,9.8495,71.282,7.0629
10.039,6.1296e-11,9.8869e-11,9.8724,60.206,6.9269
9.4937,1.1375e-10,1.3831e-10,9.939,45.949,6.2795
10.256,1.2467e-11,1.5422e-11,9.2859,66.481,7.3099
9.8247,1.2963e-10,1.6476e-10,10.294,53.937,6.5266
9.8523,1.0217e-10,1.0645e-10,9.9576,57.944,6.3378
10.025,3.9624e-11,6.6633e-11,9.9065,55.556,7.0057
10.114,1.4193e-10,1.4601e-10,9.8967,67.984,6.8797
10.129,1.4898e-10,1.7344e-10,10.107,74.641,6.6823
10.034,1.0138e-10,1.0312e-10,9.9892,47.745,6.3832
9.7599,1.0508e-10,7.6264e-11,9.7754,53.597,6.4395
10.095,1.6674e-10,1.8636e-10,10.265,63.653,6.2985
9.6078,1.6098e-10,1.4517e-10,10.023,44.227,6.4721
8.348,8.5271e-10,2.8422e-10,9.612,46.381,-Inf
8.3909,0,1.9446e-10,9.3475,34.639,6.1997
9.7846,3.5869e-10,1.8082e-10,10.013,58.925,6.2203
10.029,6.7506e-11,1.0328e-10,9.9423,66.153,6.7094
10.012,1.8988e-10,2.0628e-10,10.239,69.83,6.5301
10.097,7.4135e-11,1.3242e-10,10.115,69.493,6.6082
9.9484,3.1525e-10,2.5255e-10,10.171,59.152,6.457
10.187,1.6387e-10,1.5782e-10,10.163,59.851,6.3625
10.072,1.1244e-10,1.3809e-10,10.184,62.731,6.5396
9.6832,2.7633e-10,1.5523e-10,9.9364,54.194,6.2521
9.3082,1.2937e-10,1.7083e-10,9.9637,49.315,6.3061
10.033,1.1516e-10,1.845e-10,10.134,65.836,6.6597
9.9912,4.42e-11,2.5368e-11,9.4598,65.34,7.0764
10.129,7.4851e-11,1.3664e-10,9.9809,67.228,7.0009
10.143,1.7127e-10,1.5035e-10,10.136,62.308,6.6984
10.124,1.3785e-10,1.593e-10,10.197,51.783,6.2454
8.3986,3.3593e-10,1.8554e-10,9.3094,21.569,-Inf
10.202,1.0765e-10,1.2665e-10,10.083,66.261,6.5835
9.9859,8.6421e-11,5.0544e-11,9.7177,67.531,7.0348
9.9015,8.5948e-11,1.9521e-10,10.166,68.155,6.539
10.027,1.0832e-10,1.4354e-10,10.177,62.401,6.6814
9.9522,2.4472e-10,1.5657e-10,10.012,53.088,6.7906
10.128,1.399e-10,1.3422e-10,10.179,51.871,6.7178
9.9261,1.8117e-10,1.2168e-10,10.238,50.891,6.7973
9.6675,4.5647e-10,2.3653e-10,10.095,58.498,6.5676
9.8026,1.7438e-10,1.0283e-10,9.9526,53.334,6.2178
10.155,6.3888e-11,1.3586e-10,10.196,55.764,6.4294
8.3526,0,6.9957e-12,8.8414,26.634,-Inf
10.29,1.2273e-10,1.4937e-10,10.106,69.816,6.7734
10.069,3.4533e-10,1.7739e-10,10.159,68.09,6.6647
10.126,1.0041e-10,9.4796e-11,9.9684,64.344,6.9715
10.121,1.1101e-10,1.4136e-10,10.307,58.684,6.4784
9.9308,7.0812e-11,8.3415e-11,10.126,44.885,6.6055
8.2695,0,4.9461e-11,9.0498,29.299,-Inf
10.25,1.3532e-10,1.5302e-10,10.201,80.788,6.286
10.051,6.3542e-11,1.4574e-10,10.164,58.589,6.379
10.188,2.5687e-10,1.8532e-10,10.239,54.215,6.2041
10.438,6.3871e-11,7.1459e-11,9.7927,70.525,7.0004
10.174,8.2644e-11,9.318e-11,10.001,62.736,6.8094
10.086,1.5582e-10,1.3386e-10,10.114,54.381,6.2844
10.14,1.7654e-10,1.1823e-10,9.7314,70.892,7.1018
10.238,1.3174e-10,1.5206e-10,10.255,70.026,6.2117
9.8105,1.5725e-10,1.2572e-10,9.924,56.511,6.6271
8.4369,0,9.8454e-11,9.4439,19.424,-Inf
10.206,2.0867e-10,1.8621e-10,10.272,65.38,6.4575
10.137,9.1042e-11,1.1146e-10,10.023,66.422,6.7854
10.067,7.0466e-11,1.2257e-10,10.157,53.32,6.6713
9.9845,1.0984e-10,1.341e-10,10.07,57.475,6.2279
8.8061,0,1.0351e-10,9.4542,37.454,6.13
9.7054,1.3106e-10,1.6855e-10,10.098,62.261,6.4825
10.053,2.2539e-10,1.4461e-10,10.221,63.059,6.4177
10.298,8.9093e-11,1.4862e-10,10.196,62.766,6.2695
10.043,1.3365e-10,1.417e-10,10.187,62.846,6.1518
10.193,2.9116e-10,1.6446e-10,10.204,60.603,6.2501
10.005,1.2123e-10,1.5453e-10,10.141,53.906,6.3139
10.153,3.9627e-11,8.2495e-11,9.7316,66.386,7.0585
10.048,1.1577e-10,2.137e-10,10.279,61.548,6.0982
10.034,8.344e-11,1.1484e-10,10.104,63.122,6.4926
10.233,8.7405e-11,1.9798e-10,10.323,59.305,6.2435
9.9847,7.7557e-11,1.3759e-10,10.193,51.527,6.3815
9.9378,1.3663e-10,1.0172e-10,10.03,55.222,6.9556
10.173,9.8242e-11,1.2384e-10,10.088,60.074,6.5955
10.083,2.0583e-10,1.5307e-10,10.295,58.236,6.5053
9.9467,1.2998e-10,8.2708e-11,9.8172,63.972,6.662
9.2351,1.4389e-10,9.1682e-11,9.6988,41.933,6.1153
10.31,2.0647e-10,1.3873e-10,10.233,64.213,6.2867
9.6263,1.2458e-10,9.9681e-11,9.7661,53.354,6.1738
8.166,0,1.094e-10,9.077,14.037,-Inf
10.139,9.2529e-11,6.4196e-11,9.9451,54.62,6.852
10.103,1.215e-10,1.5353e-10,10.224,66.96,6.2794
8.4607,0,9.9169e-11,9.1679,31.889,-Inf
10.279,1.1157e-10,1.3156e-10,10.127,66.904,6.557
10.077,1.8537e-10,1.5361e-10,10.272,53.025,6.2786
9.7311,1.2621e-10,1.7643e-10,10.111,48.734,6.2784
8.529,0,1.1627e-10,9.4467,50.364,-Inf
9.6574,2.1991e-10,2.2325e-10,10.142,43.634,6.2132
9.93,1.231e-10,1.4344e-10,10.215,60.449,6.1404
10.059,1.8915e-10,1.7974e-10,10.303,64.333,6.3601
9.4994,1.219e-10,1.1195e-10,9.9589,47.071,6.15
9.6516,1.4721e-11,8.1366e-11,9.9338,46.377,6.1728
10.098,4.6997e-11,5.5731e-11,9.8243,58.169,6.8998
10.183,1.6413e-10,2.0271e-10,9.9745,74.278,6.3829
10.075,1.6848e-10,1.3904e-10,9.9457,66.979,6.835
10.175,1.2739e-10,1.3515e-10,10.199,67.005,6.3111
9.7893,3.7119e-10,3.1354e-10,9.9848,73.075,6.5648
10.01,2.7733e-10,1.7925e-10,10.171,56.193,6.3418
10.083,2.4126e-10,1.67e-10,10.248,51.667,6.0815
10.213,1.4663e-10,1.4791e-10,10.257,71.496,6.6244
10.161,1.4625e-10,1.3047e-10,10.054,73.166,6.4258
9.8848,1.376e-10,1.3183e-10,9.9724,55.462,6.6472
9.6192,7.5892e-11,1.2515e-10,9.914,52.866,6.1731
9.1291,1.6356e-10,1.956e-10,9.7067,45.064,6.2195
10.069,1.4379e-10,2.2425e-10,10.27,50.184,6.0485
10.123,1.99e-10,2.116e-10,10.195,65.203,6.476
9.6203,2.4918e-10,2.0679e-10,10.101,48.186,6.1703
9.4397,1.5529e-10,1.5473e-10,9.7232,44.71,6.397
8.1627,0,1.4943e-11,9.2605,21.366,-Inf
10.206,5.4819e-11,6.1031e-11,9.8004,65.093,7.292
10.119,1.8134e-10,1.7393e-10,10.251,59.734,6.7237
9.729,8.6835e-11,1.0368e-10,9.8304,50.181,6.2944
10.015,2.7774e-10,1.7667e-10,10.088,54.945,6.2103
9.9519,1.46e-10,1.8581e-10,10.08,50.008,6.4689
9.9486,1.7964e-10,1.6298e-10,10.256,71.415,6.5014
10.18,8.3963e-11,1.1116e-10,10.121,66.138,6.5705
10.173,1.2649e-10,1.4643e-10,10.093,61.546,6.4193
10.015,8.6857e-11,1.222e-10,10.032,65.211,6.9028
9.5505,1.0195e-10,1.3543e-10,9.9388,48.716,6.2367
10.041,0,8.6104e-13,9.232,52.183,7.5258
10.121,1.6301e-10,1.4033e-10,10.154,58.331,6.5221
10.085,1.2449e-10,8.432e-11,9.877,68.622,6.8315
9.9687,2.7708e-10,1.3364e-10,10.124,49.313,6.7317
9.781,1.1431e-10,1.1409e-10,10.14,50.514,6.5792
10.16,2.6709e-11,4.7697e-11,9.5673,74.557,7.361
10.528,4.9775e-11,4.4675e-11,9.5927,59.667,6.2613
10.109,1.9105e-10,1.4602e-10,10.229,56.675,6.7229
9.7518,8.7537e-11,1.1774e-10,10.025,54.52,6.2939
10.062,7.1115e-11,1.0608e-10,9.9356,71.555,7.1235
10.053,9.4906e-11,1.5417e-10,9.7199,64.284,6.813
10.026,1.5337e-10,1.1893e-10,10.057,60.011,6.5989
9.7798,6.3961e-11,1.3866e-10,10.09,54.857,6.091
9.7954,1.6127e-10,1.7984e-10,10.06,54.555,6.2923
9.2112,5.0682e-11,1.2926e-10,9.6444,44.596,6.3125
10.154,6.4794e-11,4.9226e-11,9.8552,50.748,6.8805
9.8098,5.2318e-11,1.0313e-10,9.9184,56.223,6.6024
9.9902,2.1099e-10,1.9165e-10,10.098,61.779,6.5408
9.174,1.0264e-10,1.7108e-10,9.8544,41.797,6.2658
9.8335,4.5482e-11,1.6004e-10,10.146,49.971,6.6402
10.047,1.813e-10,2.1538e-10,10.305,71.882,6.3048
9.7867,2.0065e-10,1.3854e-10,9.6197,54.839,6.6356
10.147,2.5356e-10,1.2499e-10,10.261,78.737,6.1592
9.9804,2.1159e-10,1.8909e-10,10.326,50.561,6.1297
10.07,1.8303e-10,1.5867e-10,10.234,71.812,6.5629
10.103,1.0995e-10,1.9461e-10,10.114,55.399,6.2777
10.268,8.588e-11,8.5362e-11,9.9444,64.658,6.8339
10.106,2.7544e-10,1.7332e-10,10.259,73.626,6.2305
10.079,1.9987e-10,1.4568e-10,10.072,63.408,6.9235
10.314,1.8986e-10,1.8602e-10,10.207,73.491,6.2119
10.276,1.292e-10,8.2692e-11,9.8482,63.589,7.1051
10.3,1.2446e-11,4.7056e-11,9.706,71.586,7.2859
9.8077,4.6962e-10,3.2877e-10,10.274,77.624,6.5854
9.6455,0,1.1068e-10,10.007,38.347,6.5236
9.3403,6.5966e-11,1.0126e-10,9.7408,37.911,6.1451
10.179,7.9239e-11,1.4831e-10,10.103,61.439,6.532
9.686,1.7304e-10,1.1766e-10,9.9099,60.511,6.2944
9.2145,2.0097e-10,1.6831e-10,9.7486,39.966,6.3138
10.096,2.286e-10,1.4797e-10,10.124,53.482,6.3147
10.208,1.155e-10,7.627e-11,9.8178,64.876,7.0654
9.8447,7.802e-11,9.9285e-11,10.09,60.181,6.2453
8.7349,0,1.3529e-10,9.577,21.071,-Inf
10.058,3.3061e-10,2.0386e-10,10.241,69.606,6.2802
10.087,1.0023e-10,9.1395e-11,10.104,58.371,6.5901
10.277,9.0235e-11,9.972e-11,10.12,69.508,6.487
10.145,4.2429e-11,5.707e-11,9.8189,63.489,7.0639
10.246,1.769e-10,1.2839e-10,10.062,74.111,6.6256
9.5244,0,6.1123e-11,9.4644,50.235,6.2994
8.3562,0,1.3879e-11,8.5112,17.14,-Inf
8.3396,0,0,2.448,20.775,-Inf
9.962,1.7398e-10,2.3694e-10,10.265,50.184,6.5328
10.017,1.7976e-10,1.2438e-10,10.159,57.425,6.6839
